ensembl_ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,treatment,baseMean_ref,log2FoldChange_ref,lfcSE_ref,pvalue_ref,padj_ref,gene_ref,treatment_ref,significance
ENSMUSG00000031762,88.8511332682994,3.9908565878254203,0.23139606444299823,5.701576762728554e-68,2.9906127638788106e-65,Mt2,virus,88.8511332682994,2.6971733456199205,0.24132851170699607,3.1301503358746878e-30,1.2313787839164174e-27,Mt2,recombinant,both
ENSMUSG00000076617,516.5406161508288,-1.6917368560734152,0.09805734252575259,7.576919483347035e-68,3.793625823139436e-65,Ighm,virus,516.5406161508288,-1.1616943671080717,0.09506687198601638,8.294718439414887e-36,5.7103952256346864e-33,Ighm,recombinant,both
ENSMUSG00000001507,70.73788619154885,3.707168661033515,0.2217361234151335,4.0258851547689806e-64,1.928048912164362e-61,Itga3,virus,70.73788619154885,2.8097476714782705,0.25134231046167654,2.546003970694652e-30,1.0786243745077535e-27,Itga3,recombinant,both
ENSMUSG00000064065,236.15658068028435,-2.3761205171238498,0.14366401544459623,1.9943465998325335e-62,9.153219915481398e-60,Ipcef1,virus,236.15658068028435,-1.4159146634632656,0.1358583175541175,6.665014095054002e-27,2.1592685369711718e-24,Ipcef1,recombinant,both
ENSMUSG00000041515,542.8176820711042,-2.0292709676628387,0.1226320731638153,2.2235265753706696e-62,9.796858091083171e-60,Irf8,virus,542.8176820711042,-1.0926154451615537,0.13612043686528974,2.760169053347905e-17,4.406269872844518e-15,Irf8,recombinant,both
ENSMUSG00000059588,134.2855052398509,2.7931568129001643,0.17223571916966657,2.379859413220729e-60,1.0082365937163972e-57,Calcrl,virus,134.2855052398509,1.9374498334269605,0.17850395074960504,1.7109806091748844e-28,6.282150470020452e-26,Calcrl,recombinant,both
ENSMUSG00000033730,461.1700484536882,-1.7557605162850425,0.11027207770837393,3.8952216705365164e-58,1.5891061741096197e-55,Egr3,virus,461.1700484536882,-0.9287719947235759,0.10876806322492726,2.8604481913268374e-19,5.527690671485108e-17,Egr3,recombinant,both
ENSMUSG00000041872,99.8124395589605,6.616999662289894,0.42008188308088673,1.965619593636506e-57,7.73260707996647e-55,Il17f,virus,99.8124395589605,3.2643400079047886,0.4555739922044734,1.690447545057952e-14,2.002180613850897e-12,Il17f,recombinant,both
ENSMUSG00000033083,320.1631669966288,-2.5053561321078117,0.15902623162320226,5.702223746556271e-57,2.165861881666115e-54,Tbc1d4,virus,320.1631669966288,-1.6743826439492533,0.1585852124873068,2.5135501391245387e-27,8.652110869517748e-25,Tbc1d4,recombinant,both
ENSMUSG00000039997,127.53049679022716,-3.9162155318918255,0.2522348794036332,1.0602217850466325e-55,3.8927809874295524e-53,Ifi203,virus,127.53049679022716,-2.322651446317701,0.20032697574906347,4.228596967518933e-32,2.025130243357437e-29,Ifi203,recombinant,both
ENSMUSG00000029401,1683.2736994816612,-1.0639407692898537,0.06939705027693992,9.30451403144473e-55,3.3061039373020548e-52,Rilpl2,virus,1683.2736994816612,-0.8203086828048215,0.07097071126154443,1.1207955107000321e-32,5.6116193410731155e-30,Rilpl2,recombinant,both
ENSMUSG00000039114,4327.848031137519,-1.2581723840215924,0.08292051775678967,5.278395272601503e-54,1.816922622740799e-51,Nrn1,virus,4327.848031137519,-0.7360891983672079,0.08375667255007095,2.6200390213959562e-20,5.54994804243778e-18,Nrn1,recombinant,both
ENSMUSG00000022186,2251.1994395762727,-0.7657288595939634,0.04997762808618687,9.327932221053537e-54,3.113550709542567e-51,Oxct1,virus,2251.1994395762727,-0.5298580347530277,0.051137705510883154,3.1313611128209396e-26,9.322146664249365e-24,Oxct1,recombinant,both
ENSMUSG00000060600,182.16412974994157,-2.554596865035627,0.16817723197718998,3.442800246650645e-53,1.1153660210840253e-50,Eno3,virus,182.16412974994157,-2.2147988916767853,0.17870058989054638,2.9571126936373982e-36,2.326614022886853e-33,Eno3,recombinant,both
ENSMUSG00000020601,146.79156995643135,2.5539446767050142,0.16832677047713432,4.490183739388219e-53,1.4131249682674636e-50,Trib2,virus,146.79156995643135,1.7350521515261055,0.16885072287456973,5.548833942219072e-26,1.6084317335142913e-23,Trib2,recombinant,both
ENSMUSG00000032238,83.32154163311228,2.7955785782970746,0.18490137885762103,7.504281722462023e-53,2.296101754803311e-50,Rora,virus,83.32154163311228,2.38273634267276,0.21059425630364467,1.004341158753583e-30,4.425127145468287e-28,Rora,recombinant,both
ENSMUSG00000025790,204.83914331844557,2.111797951926513,0.13981481859344919,1.9725486623794005e-52,5.872330680029485e-50,Slco3a1,virus,204.83914331844557,1.7021005941963547,0.15504352477240452,2.830504686922247e-29,1.0751037629809846e-26,Slco3a1,recombinant,both
ENSMUSG00000041235,291.2499029328043,1.8657271175045402,0.12429366451929243,7.053954091833162e-52,2.0447185347774285e-49,Chd7,virus,291.2499029328043,1.049326739061622,0.1363670976040299,3.605208481403765e-16,5.225180450350325e-14,Chd7,recombinant,both
ENSMUSG00000026655,926.3311033825956,1.3297728527154287,0.08966029489339997,1.0284802941663507e-51,2.9047975487800907e-49,Fam107b,virus,926.3311033825956,0.6265228285002996,0.09244836163790045,4.1227860915188256e-13,4.204860073896284e-11,Fam107b,recombinant,both
ENSMUSG00000038400,176.47211816009343,1.972862794677723,0.13167329555142995,1.2132214824551396e-51,3.340908657310841e-49,Pmepa1,virus,176.47211816009343,1.0498705251443068,0.14326809072675506,5.740394889145917e-15,7.025605522660252e-13,Pmepa1,recombinant,both
ENSMUSG00000008496,526.7582586548604,-1.4527827960909752,0.09877814289059976,1.0997503808414659e-50,2.95457327926067e-48,Pou2f2,virus,526.7582586548604,-0.8344500887525311,0.1028738870825134,8.466222627890273e-18,1.4129612461547176e-15,Pou2f2,recombinant,both
ENSMUSG00000027797,60.036775000881164,3.6621567420027934,0.24827584287857568,1.265562804323213e-50,3.319089116576236e-48,Dclk1,virus,60.036775000881164,2.3127234199610203,0.2530508606735761,5.5518792450788285e-21,1.3011478698838999e-18,Dclk1,recombinant,both
ENSMUSG00000052837,1694.1218698189184,0.9885525864161967,0.06734837604145459,3.074027347541082e-50,7.874514240270935e-48,Junb,virus,1694.1218698189184,0.9921965978684381,0.06908909873577243,2.785864329325967e-48,4.383756512503647e-45,Junb,recombinant,both
ENSMUSG00000025492,54.359181431903856,4.207762204687723,0.2879605059377143,1.2592984355158214e-49,3.1525391516379027e-47,Ifitm3,virus,54.359181431903856,1.6417112069715505,0.3313682540921681,2.1442540485582093e-8,1.0008033196978252e-6,Ifitm3,recombinant,both
ENSMUSG00000028480,222.96684539745513,2.0634938569981767,0.1410657994369029,2.432362969558154e-49,5.953884024374014e-47,Glipr2,virus,222.96684539745513,1.2105687210474445,0.1468302832978838,4.927726557677114e-18,8.350601235817447e-16,Glipr2,recombinant,both
ENSMUSG00000031239,2458.34590180968,-1.2311468174116318,0.08625910974247548,3.2765672293138237e-48,7.84595391975908e-46,Itm2a,virus,2458.34590180968,-0.5577494318924706,0.08547737862096233,4.019276641962827e-12,3.570349371872624e-10,Itm2a,recombinant,both
ENSMUSG00000032688,465.95149596066454,1.5720679616489495,0.11063659023006094,2.951333748034846e-47,6.916796007362517e-45,Malt1,virus,465.95149596066454,0.9831275502841009,0.11741754399282155,1.342719853268353e-18,2.3854934167340174e-16,Malt1,recombinant,both
ENSMUSG00000028214,50.53313701737029,4.07226868929754,0.2870098359504075,5.3251711547798535e-47,1.2220158389562517e-44,Gem,virus,50.53313701737029,2.3705950044377735,0.29680379804048407,1.0846141123315302e-16,1.6593089510183062e-14,Gem,recombinant,both
ENSMUSG00000027381,211.2872837787257,-2.126850386232278,0.14953921466282807,8.465224428306087e-47,1.9029478995467662e-44,Bcl2l11,virus,211.2872837787257,-1.7030106664783728,0.14230176647175669,3.1394459644371647e-34,1.8346344427409973e-31,Bcl2l11,recombinant,both
ENSMUSG00000026475,245.79044578216377,1.7956762913695081,0.1268838604645462,1.7069809249284595e-46,3.7604789776173965e-44,Rgs16,virus,245.79044578216377,1.8716529944799476,0.1349539393774967,8.686997229810174e-45,1.1960909310794885e-41,Rgs16,recombinant,both
ENSMUSG00000021728,947.3868180937557,1.1375510058393734,0.0817231192532771,6.317373476969557e-46,1.3644288009572485e-43,Emb,virus,947.3868180937557,0.629269637937024,0.08372561294393896,1.8349294659610603e-15,2.350203263669893e-13,Emb,recombinant,both
ENSMUSG00000096472,360.55964326183266,1.4348645401109312,0.10484623176160601,2.135922822236502e-44,4.524459593641359e-42,Cdkn2d,virus,360.55964326183266,1.0390482245935087,0.1083473220641698,2.5346860421847476e-23,6.492922501084883e-21,Cdkn2d,recombinant,both
ENSMUSG00000035673,153.5680142614182,2.049456780144496,0.1498577010736845,1.8113531593614636e-43,3.7645386887484003e-41,Sbno2,virus,153.5680142614182,1.868185639421465,0.16183891465339229,6.608364714853114e-32,3.032964055587794e-29,Sbno2,recombinant,both
ENSMUSG00000018008,129.34028678716408,1.895531230542857,0.1387170561675797,1.887448267758706e-43,3.850044938770768e-41,Cyth4,virus,129.34028678716408,1.6565636129907513,0.15930602223402449,1.300324161977052e-26,3.978630734493675e-24,Cyth4,recombinant,both
ENSMUSG00000121879,179.4697126231906,-1.968582255091529,0.1458639232303197,2.039952255649396e-42,4.085468017450563e-40,Zfp862-ps,virus,179.4697126231906,-1.078482087216365,0.14348990555298943,1.4646785690165463e-15,1.9530954542983213e-13,Zfp862-ps,recombinant,both
ENSMUSG00000047945,1892.636461604269,-1.1988073877134626,0.09069338180732363,7.437815482537657e-42,1.4629917417884339e-39,Marcksl1,virus,1892.636461604269,-0.8757020873202369,0.09209137577882764,3.6368701976121494e-23,9.104573915158597e-21,Marcksl1,recombinant,both
ENSMUSG00000036478,885.1128302287765,-0.9500314705746983,0.07189893244828786,3.45730632370865e-41,6.681092834324698e-39,Btg1,virus,885.1128302287765,-0.6284376034384733,0.07473311010589118,1.325075469653845e-18,2.3854934167340174e-16,Btg1,recombinant,both
ENSMUSG00000030199,261.303305116703,1.6088173993006571,0.12269911593202347,1.2177727234928717e-40,2.3127183705644798e-38,Etv6,virus,261.303305116703,1.1780245304180288,0.1320318228193602,1.4014981177324622e-20,3.0875003533646145e-18,Etv6,recombinant,both
ENSMUSG00000053175,78.51212888613482,3.1637079070108904,0.2425740315518457,3.1498111886787635e-40,5.880537329372301e-38,Bcl3,virus,78.51212888613482,2.4169166235632864,0.23514562858809307,7.458311421004965e-26,2.106494879547941e-23,Bcl3,recombinant,both
ENSMUSG00000067377,108.30431637085125,2.341165772524203,0.18113298192203678,3.459594617593027e-39,6.351239118797866e-37,Tspan6,virus,108.30431637085125,0.8840781355888633,0.1973944471394903,1.1396256915659474e-7,4.5317606471476205e-6,Tspan6,recombinant,both
ENSMUSG00000020122,45.08937705494083,3.950092848943642,0.307596931410662,4.3646717456521416e-39,7.881452340714482e-37,Egfr,virus,45.08937705494083,2.662752855371221,0.30002457692082013,4.1158237027238625e-20,8.553924167076103e-18,Egfr,recombinant,both
ENSMUSG00000001924,1093.820140150947,0.7888880138721394,0.06136547522553196,1.179983497515778e-38,2.0963739072800478e-36,Uba1,virus,1093.820140150947,0.49140291322228824,0.06508546701945958,4.70519699211031e-15,5.88951646228353e-13,Uba1,recombinant,both
ENSMUSG00000046169,114.0292456815462,-2.260615266570701,0.17762076021340817,4.793863409259606e-38,8.381651659205487e-36,Adamts6,virus,114.0292456815462,-1.1657966465804435,0.19103149621692977,2.453017969732761e-11,1.9436085249830565e-9,Adamts6,recombinant,both
ENSMUSG00000029135,139.31959339150228,2.0694857157438475,0.16312309254669458,8.812288505123011e-38,1.5166774669364057e-35,Fosl2,virus,139.31959339150228,1.3246724652694586,0.16456476729287692,2.5301331556372914e-17,4.098443633727172e-15,Fosl2,recombinant,both
ENSMUSG00000000753,45.97922387514233,3.380451350120053,0.2685241594649271,9.943608069340833e-38,1.6850591212890655e-35,Serpinf1,virus,45.97922387514233,2.6632011203052297,0.3168958009739086,2.4938246496537748e-18,4.3602346850692587e-16,Serpinf1,recombinant,both
ENSMUSG00000020297,152.49023970400637,-1.7622263017188293,0.14270030451105395,3.9280720449284386e-36,6.5557141780131445e-34,Nsg2,virus,152.49023970400637,-1.136287273395247,0.14213284742551596,3.7007430405934044e-17,5.823383513162336e-15,Nsg2,recombinant,both
ENSMUSG00000020644,614.4598438360279,1.3280067569801588,0.10985856817414481,1.3858135681954483e-35,2.2783188736825165e-33,Id2,virus,614.4598438360279,1.1876007305371445,0.11447011120811292,1.0477624419678577e-26,3.297458085221701e-24,Id2,recombinant,both
ENSMUSG00000034028,327.3880279130483,-1.6261751334704924,0.13426835805523724,4.173631104201144e-35,6.760668619525825e-33,Cd226,virus,327.3880279130483,-0.8384327726378279,0.13737816492537672,1.7502642757959274e-11,1.4495609772851233e-9,Cd226,recombinant,both
ENSMUSG00000015619,254.22946038811313,-1.9857446847924665,0.16653562848556355,1.0604424934956573e-33,1.6928658066456035e-31,Gata3,virus,254.22946038811313,-0.6186528350919845,0.16156521556547163,2.7240627516017788e-6,7.773458862407667e-5,Gata3,recombinant,both
ENSMUSG00000048534,129.18628061784264,-2.186342965231908,0.18346220022203055,1.1505799776731906e-33,1.810519779152885e-31,Jaml,virus,129.18628061784264,-1.4536371693980665,0.16150961558941795,7.802663101144924e-21,1.7905486262314864e-18,Jaml,recombinant,both
ENSMUSG00000037820,113.99027075172052,6.343306372410465,0.5404431543210143,2.8291173818449324e-33,4.3891166142284405e-31,Tgm2,virus,113.99027075172052,4.049358342036804,0.5986037195446268,8.459663461021598e-14,9.31831930231529e-12,Tgm2,recombinant,both
ENSMUSG00000050965,471.73969789769694,-1.1545458791068979,0.09926933389878118,3.6835154802313985e-33,5.635267085381785e-31,Prkca,virus,471.73969789769694,-0.6803728370672256,0.10295786597836756,9.164729603987156e-13,8.855218998940222e-11,Prkca,recombinant,both
ENSMUSG00000064267,232.3967328054373,1.4962041771366943,0.12856975406634585,6.0963897489664467e-33,9.198867545871974e-31,Hvcn1,virus,232.3967328054373,1.214954126167509,0.13608823881965093,1.3401332772962031e-20,3.012564908044424e-18,Hvcn1,recombinant,both
ENSMUSG00000029275,136.35076333395722,1.8401634132201306,0.15698541065088653,9.432516710032752e-33,1.4040428589325779e-30,Gfi1,virus,136.35076333395722,1.4191063005679274,0.16775061830655436,8.84743541367789e-19,1.6242416846943661e-16,Gfi1,recombinant,both
ENSMUSG00000028716,109.98227341595793,-2.289652213948927,0.19598359521138822,1.7190269706965312e-32,2.524677610962972e-30,Pdzk1ip1,virus,109.98227341595793,-1.6846453644874364,0.19751104409590406,7.512872694170582e-19,1.4026151309540503e-16,Pdzk1ip1,recombinant,both
ENSMUSG00000039236,88.53299370451789,-2.9374512040823517,0.25353123875514455,2.592500334411233e-32,3.757419892571017e-30,Isg20,virus,88.53299370451789,-1.3385481655393106,0.209761307889837,4.8110085198920245e-12,4.2394607077288524e-10,Isg20,recombinant,both
ENSMUSG00000002033,2272.78304991778,-0.7649928046237384,0.06563754402920996,3.5547688667070814e-32,5.0851661125686366e-30,Cd3g,virus,2272.78304991778,-0.49099559946722093,0.0661707045820188,1.2541554939882758e-14,1.5015785615522672e-12,Cd3g,recombinant,both
ENSMUSG00000027540,987.8824535581044,0.8096790261016563,0.06965237973811876,3.993494027116536e-32,5.639530347267775e-30,Ptpn1,virus,987.8824535581044,0.5528271681537814,0.07224692915575133,1.2844090537806323e-15,1.768470715924208e-13,Ptpn1,recombinant,both
ENSMUSG00000039942,456.3014796105033,-1.2798017925543392,0.11224379774676271,4.3520146402850843e-32,6.068030539587368e-30,Ptger4,virus,456.3014796105033,-0.8668056810020047,0.11643620864302896,1.7145880938009625e-15,2.2458517675763197e-13,Ptger4,recombinant,both
ENSMUSG00000028163,1709.4340234628107,-0.6846242311611136,0.05888911761672029,6.223211597975506e-32,8.568584468962525e-30,Nfkb1,virus,1709.4340234628107,-0.38527152087499444,0.061094579869485195,2.0106454950503203e-11,1.6165883305094365e-9,Nfkb1,recombinant,both
ENSMUSG00000068220,1175.3668451803965,1.5091310491531202,0.13215657848264387,8.152183957897798e-32,1.1085963740277066e-29,Lgals1,virus,1175.3668451803965,1.130376508525397,0.1332957678229233,6.607494181948094e-19,1.2548542830027287e-16,Lgals1,recombinant,both
ENSMUSG00000055435,64.15529092281172,4.579882603972582,0.39971294324754053,1.29691874707222e-31,1.7421414632927443e-29,Maf,virus,64.15529092281172,3.1993164972508263,0.4273384239430824,1.7330676372581676e-15,2.2458517675763197e-13,Maf,recombinant,both
ENSMUSG00000038650,258.15982542184923,1.1675325066763962,0.10370208966020679,2.587101091529234e-31,3.433363677493315e-29,Rnh1,virus,258.15982542184923,0.4705119385269423,0.11526676414037365,1.631520097231785e-6,4.910162259838282e-5,Rnh1,recombinant,both
ENSMUSG00000024308,668.1557276682126,-1.3450142993107654,0.11978026206818922,3.5297318176636516e-31,4.628570948995848e-29,Tapbp,virus,668.1557276682126,-0.7136994567895546,0.12133980236090627,8.416306500916521e-11,5.904816312585699e-9,Tapbp,recombinant,both
ENSMUSG00000034187,202.47067661461674,1.3224393551441462,0.11824927585890059,5.590399255928082e-31,7.244499741652686e-29,Nsf,virus,202.47067661461674,0.8017710971741249,0.13301773018879337,2.8270201169974723e-11,2.162474068661608e-9,Nsf,recombinant,both
ENSMUSG00000021895,635.3066192665004,-1.0040234387137184,0.08910117692757726,5.897493484432214e-31,7.55359194546754e-29,Arhgef3,virus,635.3066192665004,-0.5076631522419286,0.08818379927001235,6.351223262625677e-10,3.95497796351287e-8,Arhgef3,recombinant,both
ENSMUSG00000068105,94.4284348545667,-2.7783375393802348,0.2461380708288574,9.529217074578932e-31,1.2064865066262866e-28,Tnfrsf13c,virus,94.4284348545667,-1.9484587777716427,0.24539023439252663,1.5112224485445683e-16,2.2494750365835703e-14,Tnfrsf13c,recombinant,both
ENSMUSG00000039191,360.03963349594767,1.1417953590485046,0.1027451607239526,1.477849575399628e-30,1.8498310310257842e-28,Rbpj,virus,360.03963349594767,0.8424785784000731,0.11158253889733623,7.394968368473944e-16,1.0443022638300064e-13,Rbpj,recombinant,both
ENSMUSG00000028080,157.24563115524535,1.429509983854569,0.12866013161451786,1.824886379232988e-30,2.2585531985675688e-28,Lrba,virus,157.24563115524535,1.1703104744449468,0.1354890224706982,1.730464026021682e-19,3.4037609368980054e-17,Lrba,recombinant,both
ENSMUSG00000036986,358.491358735221,1.3191208800920464,0.11972219054691402,3.539983957337996e-30,4.332547032230892e-28,Pml,virus,358.491358735221,0.6459063621492364,0.13054639177564598,2.0756784670289814e-8,9.729190772052864e-7,Pml,recombinant,both
ENSMUSG00000110344,599.8323402162579,-1.1782675525880715,0.10695901051514375,3.830821597078445e-30,4.636978010090008e-28,Smim36,virus,599.8323402162579,-0.7008964667139921,0.10736913709790044,1.4229755189701184e-12,1.3486297924047917e-10,Smim36,recombinant,both
ENSMUSG00000030854,88.82106935419948,2.3341063747283304,0.20923628192489824,7.071302552230947e-30,8.46634756661129e-28,Ptpn5,virus,88.82106935419948,1.4703549926312995,0.24073046322633854,3.061799438928966e-11,2.3259117806760385e-9,Ptpn5,recombinant,both
ENSMUSG00000024975,357.0194148617973,-1.19491214945412,0.10938463883274112,1.0185914528003619e-29,1.206428478773762e-27,Pdcd4,virus,357.0194148617973,-0.6361589616162588,0.10967419767954496,2.0685764095444434e-10,1.3978754080449106e-8,Pdcd4,recombinant,both
ENSMUSG00000025531,210.27079690390417,1.246101120847895,0.11470122861890872,1.8387216992249252e-29,2.1400419083763095e-27,Chm,virus,210.27079690390417,1.0003123778094907,0.12147247304547792,4.40694769971266e-18,7.584770142552336e-16,Chm,recombinant,both
ENSMUSG00000033350,998.0409616329872,1.4705072504237404,0.13467052899316878,1.8457011465796586e-29,2.1400419083763095e-27,Chst2,virus,998.0409616329872,1.1864422797899727,0.13657208671955698,1.126667658961617e-19,2.2981933821226318e-17,Chst2,recombinant,both
ENSMUSG00000062661,98.40432567081743,1.7900704801209362,0.1630166504834226,3.8134310973283414e-29,4.3755149517783e-27,Ncs1,virus,98.40432567081743,1.1349075619811968,0.1793546467746573,5.908353963342131e-12,5.124450307575872e-10,Ncs1,recombinant,both
ENSMUSG00000026994,70.87971536042761,1.945062830244793,0.17830362018162982,1.148780821158566e-28,1.3045176025836704e-26,Galnt3,virus,70.87971536042761,1.5959664016110873,0.20252684979817143,1.3644483607144567e-16,2.0588217388040742e-14,Galnt3,recombinant,both
ENSMUSG00000020134,425.8174830901805,0.9748826025337259,0.09027823796086817,1.3695237631633716e-28,1.5393167603310754e-26,Peli1,virus,425.8174830901805,0.6694885104439015,0.0943281557201369,3.133309807059782e-14,3.632990265764579e-12,Peli1,recombinant,both
ENSMUSG00000022475,1249.5731064510844,-0.6622518586121494,0.06099850361727935,3.6219443579923585e-28,4.0298704144733157e-26,Hdac7,virus,1249.5731064510844,-0.3751426294358957,0.0666644390986868,9.030319577776361e-10,5.495523212663349e-8,Hdac7,recombinant,both
ENSMUSG00000009687,2266.5855705468566,0.6288236975753227,0.058300313942358996,7.106617833592385e-28,7.827939543702013e-26,Fxyd5,virus,2266.5855705468566,0.46746603227842154,0.059562645765423604,5.383173458239402e-16,7.700734499026885e-14,Fxyd5,recombinant,both
ENSMUSG00000030067,1918.557966106629,-0.8042492670792197,0.07534502717747509,1.768627212733593e-27,1.9288543315109433e-25,Foxp1,virus,1918.557966106629,-0.2685607078961226,0.08539958507480189,2.981879308223373e-5,6.538494150757119e-4,Foxp1,recombinant,both
ENSMUSG00000031155,387.93145137610014,-1.3084883377354348,0.1272422533337557,9.450589265338339e-27,1.0205709878206058e-24,Pim2,virus,387.93145137610014,-0.5019142369052184,0.13529351703387776,5.745638478768508e-6,1.5473889448321544e-4,Pim2,recombinant,both
ENSMUSG00000074796,39.915712971971544,2.9249601802148155,0.28089387569069024,1.1708642128462277e-26,1.2521426509224463e-24,Slc4a11,virus,39.915712971971544,2.2241116138792023,0.33454892681398724,2.1180246434180974e-12,1.960507684642886e-10,Slc4a11,recombinant,both
ENSMUSG00000004837,473.42405186894905,-1.1936076388582904,0.11627057148636752,1.1846500667509753e-26,1.2547038928136532e-24,Grap,virus,473.42405186894905,-0.7143643858637654,0.11866687784120289,3.5929670457049764e-11,2.6922810890095453e-9,Grap,recombinant,both
